ID,label,statement,subject,speaker,job_title,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_on_fire_count,context,target,words
7785.json,half-true,"The Social Security trust fund is sound. Without anything being done, it would function well into 2038; and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.",social-security,marcy-kaptur,Representative from Ohio's Ninth Congressional District,Ohio,democrat,0.0,2.0,4.0,4.0,0.0,House of Representatives floor speech ,1,"['the', 'social', 'security', 'trust', 'fund', 'is', 'sound', '.', 'without', 'anything', 'being', 'done,', 'it', 'would', 'function', 'well', 'into', '2038;', 'and', 'even', 'after', 'that', 'time', 'with', 'no', 'changes,', 'we', 'could', 'pay', '80', 'percent', 'of', 'the', 'benefits', 'that', 'people', 'have', 'earned', '.']"
2802.json,mostly-true,It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday.,"elections,taxes",americans-tax-reform,,,none,4.0,0.0,1.0,1.0,1.0,a news release,2,"['it', 'is', 'a', 'commitment', 'voters', 'take', 'very', 'seriously:', 'the', 'only', 'incumbent', 'in', 'ohio', 'to', 'break', 'his', 'pledge', 'and', 'vote', 'for', 'ted', 'stricklands', 'income', 'tax', 'hike', 'was', 'defeated', 'soundly', 'on', 'tuesday', '.']"
9289.json,half-true,"Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on January 1, 2015.","economy,jobs",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a meme shared on social media,1,"['every', 'single', 'one', 'of', 'the', '41', 'republican', 'senators', 'who', 'just', 'blocked', 'a', 'raise', 'in', 'the', 'minimum', 'wage', 'will', 'receive', 'a', '$2,800', 'cost-of-living', 'adjustment', 'on', 'january', '1,', '2015', '.']"
1053.json,true,"In Texas, the No. 1 name for new male babies many of whom will vote one day is Jose.","elections,immigration,pundits",mike-murphy,political strategist,,republican,0.0,0.0,0.0,0.0,0.0,a column in Time magazine.,2,"['in', 'texas,', 'the', 'no', '.', '1', 'name', 'for', 'new', 'male', 'babies', 'many', 'of', 'whom', 'will', 'vote', 'one', 'day', 'is', 'jose', '.']"
1059.json,false,"Under the Cash for Clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500.","pundits,transportation",sean-hannity,Radio/TV host,,none,3.0,5.0,3.0,2.0,1.0,a Fox News interview,0,"['under', 'the', 'cash', 'for', 'clunkers', 'program,', 'all', ""we've"", 'got', 'to', 'do', 'is', '.', '.', '.', 'go', 'to', 'a', 'local', 'junkyard,', 'all', ""you've"", 'got', 'to', 'do', 'is', 'tow', 'it', 'to', 'your', 'house', '.', 'and', ""you're"", 'going', 'to', 'get', '$4,500', '.']"
11886.json,false,Not one Republican has the guts to recognize that climate change is real.,"cap-and-trade,climate-change,debates,economy,energy,environment,government-regulation,jobs,campaign-advertising,polls,public-safety",bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,a Democratic debate in New Hampshire,0,"['not', 'one', 'republican', 'has', 'the', 'guts', 'to', 'recognize', 'that', 'climate', 'change', 'is', 'real', '.']"
5312.json,pants-fire,David Dewhurst has a record of promoting an income tax.,taxes,ted-cruz,Senator,Texas,republican,36.0,33.0,15.0,19.0,8.0,a handout.,0,"['david', 'dewhurst', 'has', 'a', 'record', 'of', 'promoting', 'an', 'income', 'tax', '.']"
6265.json,barely-true,The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.,"economy,jobs",bill-johnson,U.S. representative,Ohio,republican,2.0,1.0,0.0,0.0,0.0,a telephone town hall meeting,1,"['the', 'state', 'of', 'ohio', 'has', 'one', 'of', 'the', 'lowest', 'unemployment', 'rates', 'in', 'the', 'nation', 'right', 'now', 'and', 'is', 'leading', 'the', 'pack', 'in', 'terms', 'of', 'job', 'creation', '.']"
11636.json,false,"The Family Research Council, according to some government agencies, is a terrorist group.",terrorism,ben-carson,,,republican,7.0,12.0,3.0,2.0,4.0,an interview on CNN,0,"['the', 'family', 'research', 'council,', 'according', 'to', 'some', 'government', 'agencies,', 'is', 'a', 'terrorist', 'group', '.']"
6289.json,false,Obamacare is the biggest tax increase in American history.,"corrections-and-updates,federal-budget,health-care,taxes",mark-neumann,Developer and homebuilder,Wisconsin,republican,2.0,4.0,1.0,2.0,1.0,an interview,0,"['obamacare', 'is', 'the', 'biggest', 'tax', 'increase', 'in', 'american', 'history', '.']"
772.json,true,You ... said that Barack Obama was not ready to be commander in chief.,candidates-biography,sarah-palin,,Alaska,republican,9.0,19.0,9.0,6.0,6.0,"St. Louis, Mo.",2,"['you', '.', '.', '.', 'said', 'that', 'barack', 'obama', 'was', 'not', 'ready', 'to', 'be', 'commander', 'in', 'chief', '.']"
8766.json,mostly-true,"The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.","economy,jobs,labor,workers",rana-foroohar,Assistant managing editor for Time,,none,0.0,0.0,0.0,1.0,0.0,a CNN interview,2,"['the', 'median', 'male', 'worker', 'in', 'this', 'country', 'has', 'not', 'seen', 'a', 'raise,', 'inflation', 'adjusted,', 'for', '30', 'years,', 'basically', '.']"
2332.json,barely-true,Milwaukee Mayor Tom Barrett has held the line on property taxes.,"job-accomplishments,taxes",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a speech at a campaign fund-raiser for Tom Barrett's gubernatorial campaign,1,"['milwaukee', 'mayor', 'tom', 'barrett', 'has', 'held', 'the', 'line', 'on', 'property', 'taxes', '.']"
6780.json,false,Josh Mandel is lying about his own record. The rating of Ohios investment fund has NOT improved.,"job-accomplishments,message-machine-2012,state-finances",sherrod-brown,U.S. Senator,Ohio,democrat,3.0,4.0,5.0,8.0,1.0,a campaign commercial,0,"['josh', 'mandel', 'is', 'lying', 'about', 'his', 'own', 'record', '.', 'the', 'rating', 'of', 'ohios', 'investment', 'fund', 'has', 'not', 'improved', '.']"
9837.json,half-true,"Rick Scott took $200,000 from a family that leased land for drilling and now he is trying to hide from it.","campaign-finance,environment",nextgen-climate,,,organization,0.0,0.0,3.0,0.0,0.0,a TV ad,1,"['rick', 'scott', 'took', '$200,000', 'from', 'a', 'family', 'that', 'leased', 'land', 'for', 'drilling', 'and', 'now', 'he', 'is', 'trying', 'to', 'hide', 'from', 'it', '.']"
8050.json,half-true,"The president has had 1,540 of his nominations confirmed, only four defeated.",legal-issues,mitch-mcconnell,Senate minority leader,Kentucky,republican,7.0,6.0,5.0,7.0,0.0,an interview on 'Meet the Press',1,"['the', 'president', 'has', 'had', '1,540', 'of', 'his', 'nominations', 'confirmed,', 'only', 'four', 'defeated', '.']"
1800.json,half-true,"Military ""recruiting went on at Harvard every single day throughout the time (Kagan) was there.""","kagan-nomination,military,abc-news-week",patrick-leahy,U.S. Senator,Vermont,democrat,0.0,0.0,1.0,0.0,0.0,"ABC's ""This Week""",1,"['military', '""recruiting', 'went', 'on', 'at', 'harvard', 'every', 'single', 'day', 'throughout', 'the', 'time', '(kagan)', 'was', 'there', '.""']"
7754.json,mostly-true,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.","children,education,state-budget,state-finances",fix-austin-schools,,,none,0.0,0.0,0.0,1.0,0.0,a leaflet.,2,"['says', 'that', 'under', 'rick', 'perrys', 'plan,', 'texas', 'has', 'cut', 'funding', 'for', 'public', 'schools', 'by', '25%', '.']"
11690.json,pants-fire,Says Marco Rubio is the one for an open border.,immigration,rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,in the CNN debate in Las Vegas,0,"['says', 'marco', 'rubio', 'is', 'the', 'one', 'for', 'an', 'open', 'border', '.']"
10570.json,mostly-true,"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.","education,federal-budget",dave-brat,College professor,Virginia,republican,2.0,5.0,0.0,2.0,0.0,a Facebook post.,2,"['.', '.', '.over', '30', 'years,', 'federal', 'spending', 'on', 'education', 'has', 'grown', 'by', '375', 'percent,', 'but', 'test', 'scores', 'remain', 'flat', '.']"
9133.json,barely-true,David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,"bipartisanship,campaign-finance,candidates-biography",kesha-rogers,,Texas,democrat,1.0,0.0,1.0,0.0,0.0,an interview,1,"['david', 'alameel', 'is', 'giving', 'thousands', 'of', 'dollars', 'to', 'support', 'the', 'republican', 'party', 'candidates', 'including', 'john', 'cornyn', 'and', 'greg', 'abbott', '.']"
4811.json,true,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,"federal-budget,health-care",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2.0,3.0,2.0,7.0,0.0,a speech,2,"['the', 'american', 'healthcare', 'system', 'burns', '18', 'percent', 'of', 'our', 'national', 'gdp', '.', 'nobody', 'else', 'is', 'close', '.']"
4317.json,false,Providences port is 200 miles closer to Europe than any other Eastern port.,"economy,infrastructure,trade,transportation",james-bennett,"director, Department of Economic Development, Providence, R.I.",Rhode Island,newsmaker,0.0,1.0,0.0,0.0,1.0,a news conference,0,"['providences', 'port', 'is', '200', 'miles', 'closer', 'to', 'europe', 'than', 'any', 'other', 'eastern', 'port', '.']"
4812.json,mostly-true,Twenty percent of housing in Portlands Pearl District is affordable.,"housing,infrastructure,taxes,urban",tom-hughes,Metro president,Oregon,democrat,0.0,0.0,0.0,1.0,0.0,a guest column,2,"['twenty', 'percent', 'of', 'housing', 'in', 'portlands', 'pearl', 'district', 'is', 'affordable', '.']"
13026.json,barely-true,Says Hillary Clinton said the Veterans Affairs scandal is over-exaggerated. She said she was satisfied with what was going on.,veterans,donald-trump,President-Elect,New York,republican,63.0,114.0,51.0,37.0,61.0,the NBC Commander-In-Chief Forum ,1,"['says', 'hillary', 'clinton', 'said', 'the', 'veterans', 'affairs', 'scandal', 'is', 'over-exaggerated', '.', 'she', 'said', 'she', 'was', 'satisfied', 'with', 'what', 'was', 'going', 'on', '.']"
1486.json,half-true,"President Barack Obama's ""initial response when we heard about the Christmas underwear bomber"" was to say that ""this was the act of an isolated extremist.""","homeland-security,terrorism,abc-news-week",dick-cheney,,,republican,5.0,4.0,2.0,2.0,1.0,an interview on ABC's This Week,1,"['president', 'barack', ""obama's"", '""initial', 'response', 'when', 'we', 'heard', 'about', 'the', 'christmas', 'underwear', 'bomber""', 'was', 'to', 'say', 'that', '""this', 'was', 'the', 'act', 'of', 'an', 'isolated', 'extremist', '.""']"
11656.json,mostly-true,"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.","corrections-and-updates,guns,homeland-security",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,an interview with George Stephanopoulos,2,"['the', 'charleston,', 's', '.c', '.,', 'shootershould', 'have', 'never', 'been', 'given', 'a', 'gun,', 'but', 'the', 'universal', 'background', 'check', 'was', 'not', 'fast', 'enough', '.']"
3197.json,false,Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,"health-care,supreme-court",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,an interview on Fox,0,"['twelve', 'judges', 'have', 'thrown', 'out', 'legal', 'challenges', 'to', 'the', 'health', 'care', 'law', 'because', 'they', 'rejected', 'the', 'notion', 'that', 'the', 'health', 'care', 'law', 'was', 'unconstitutional', '.']"
5922.json,true,Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,"candidates-biography,jobs",connie-mack,U.S. representative from Fort Myers,Florida,republican,3.0,3.0,1.0,3.0,1.0,a Web ad,2,"['says', 'george', 'lemieux', 'was', 'one', 'of', 'two', 'republicans', 'who', 'voted', 'for', 'president', 'barack', 'obamas', 'jobs', 'bill', '.']"
7108.json,false,A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!,elections,facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,a post on Facebook,0,"['a', 'precinct', 'in', 'the', 'allen', 'west-patrick', 'murphy', 'recount', 'has', '7', 'registered', 'voters', 'in', 'guatemalan', 'community', 'and', 'the', 'tally', 'showed', '900', 'voted!!!!!']"
7884.json,barely-true,"One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die.","children,health-care,public-health,pundits",rush-limbaugh,Radio host,,none,9.0,11.0,5.0,2.0,10.0,his radio show,1,"['one', 'person,', 'kathleen', 'sebelius,', 'was', 'going', 'to', 'determine', 'whether', 'or', 'not', '10-year-old', 'lung', 'patient', 'sarah', 'murnaghan', 'would', 'live', 'or', 'die', '.']"
8428.json,false,Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.,"criminal-justice,health-care,legal-issues,privacy",evan-feinberg,"President, Generation Opportunity","Washington, D.C.",activist,0.0,1.0,0.0,0.0,0.0,a Providence Journal commentary,0,"['local', 'law', 'enforcement', '.', '.', '.', 'will', 'have', 'access', 'to', 'the', '[obamacare]', 'data', 'hubs', 'treasure', 'trove', 'of', 'personal', 'info', '.']"
11668.json,pants-fire,Barack Obamas Columbia University ID says he was a foreign student and went by Barry Soetoro.,"corrections-and-updates,obama-birth-certificate",facebook-posts,Social media posting,,none,14.0,18.0,15.0,11.0,36.0,multiple posts,0,"['barack', 'obamas', 'columbia', 'university', 'id', 'says', 'he', 'was', 'a', 'foreign', 'student', 'and', 'went', 'by', 'barry', 'soetoro', '.']"
490.json,barely-true,"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""",economy,moveon,,,democrat,2.0,4.0,3.0,0.0,0.0,an e-mail,1,"['john', 'mccain,', '""one', 'of', 'the', 'richest', 'people', 'in', 'a', 'senate', 'filled', 'with', 'millionaires,""', 'says', 'the', 'solution', 'to', 'the', 'housing', 'crisis', 'is', 'for', 'people', 'to', 'get', 'a', '""second', 'job""', 'and', '""skip', 'their', 'vacations', '.""']"
7233.json,mostly-true,"Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.","crime,criminal-justice,women",gwen-moore,U.S. House member -- 4th District,Wisconsin,democrat,3.0,4.0,4.0,3.0,1.0,a letter to congressional leadership,2,"['since', 'the', 'federal', 'violence', 'against', 'women', 'act', 'was', 'adopted', 'in', '1994,', 'cases', 'of', 'domestic', 'violence', 'have', 'fallen', 'by', '67', 'percent', '.']"
5387.json,half-true,"Says there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy.",housing,doug-thomas,President of the board of directors of the Lake Oswego Corporation,Oregon,none,0.0,0.0,1.0,0.0,0.0,an Oregonian article.,1,"['says', 'there', 'are', 'homes', 'for', 'sale', 'on', 'and', 'around', '(oswego', 'lake)', 'right', 'now', 'for', 'under', '$150,000', 'that', 'anyone', 'is', 'welcome', 'to', 'buy', '.']"
